id,premis dan hipotesis,label
206,hingga tengah tahun an kimono banyak pakai wanita jepang bagai pakai hari hari hipoevitag kimono banyak pakai wanita jepang tahun,1
207,hingga tengah tahun an kimono banyak pakai wanita jepang bagai pakai hari hari hipoevitag pakai seharihari wanita jepang kaos,2
208,hingga tengah tahun an kimono banyak pakai wanita jepang bagai pakai hari hari hipoevitag wanita jepang tidak pernah kimono bagai pakai seharihari,0
209,orang pasien usia tahun inisial shs klaten jawa tengah konfirmasi infeksi virus corona jalan awat rsst soeradji tirtonegoro hipoevitag rsst soeradji tirtonegoro rawat orang pasien usia tahun positif jangkit virus corona,1
210,orang pasien usia tahun inisial shs klaten jawa tengah konfirmasi infeksi virus corona jalan awat rsst soeradji tirtonegoro hipoevitag pasien usia tahun inisial shs orang wanita,2
211,orang pasien usia tahun inisial shs klaten jawa tengah konfirmasi infeksi virus corona jalan awat rsst soeradji tirtonegoro hipoevitag tidak kasus corona klaten jawa tengah,0
212,rupa main usia tahun sadar makin sulit saing level barcelona blaugrana datang bek baru palmerias yerry mina hipoevitag balugrana mendatakngkan bek baru palmerias yerry mina,1
213,rupa main usia tahun sadar makin sulit saing level barcelona blaugrana datang bek baru palmerias yerry mina hipoevitag main tahun orang bek,2
214,rupa main usia tahun sadar makin sulit saing level barcelona blaugrana datang bek baru palmerias yerry mina hipoevitag tidak bek baru datang blaugrana,0
215,siap makan mudah siap tidak gampang basi misal makan instan makan ringan roti biskuit hipoevitag makan instan mudah siap,1
216,siap makan mudah siap tidak gampang basi misal makan instan makan ringan roti biskuit hipoevitag roti biskuit makan suka banyak anakanak,2
217,siap makan mudah siap tidak gampang basi misal makan instan makan ringan roti biskuit hipoevitag makan ringan makan cepat basi,0
218,bulan juli janji francomonegasque ditandatangani beri lindung batas prancis atas monako hipoevitag monako lindung janji framcomonegasque,1
219,bulan juli janji francomonegasque ditandatangani beri lindung batas prancis atas monako hipoevitag janji francomonegasque pakat seluruh warga prancis,2
220,bulan juli janji francomonegasque ditandatangani beri lindung batas prancis atas monako hipoevitag janji francomonegasque ditandatangani tahun,0
221,indadari milik anak nikah lucky milik putri nama nokia alike putri hakim sedang sama caisar indadari karunia kipsmail aditya harnano hipoevitag lucky rupa suami pertama indadari,1
222,indadari milik anak nikah lucky milik putri nama nokia alike putri hakim sedang sama caisar indadari karunia kipsmail aditya harnano hipoevitag caisar pernah meni kali,2
223,indadari milik anak nikah lucky milik putri nama nokia alike putri hakim sedang sama caisar indadari karunia kipsmail aditya harnano hipoevitag anak indadari caisar nama nokia alike,0
224,sejarah sepak bola indonesia awal diri satu sepak bola seluruh indonesia pssi yogyakarta april pimpin soeratin sosrosoegondo hipoevitag soeratin sosrosoegondo pernah jadi pimpin satu sepak bola seluruh indonesia pssi,1
225,sejarah sepak bola indonesia awal diri satu sepak bola seluruh indonesia pssi yogyakarta april pimpin soeratin sosrosoegondo hipoevitag soeratin sosrosoegondo asal yogyakarta,2
226,sejarah sepak bola indonesia awal diri satu sepak bola seluruh indonesia pssi yogyakarta april pimpin soeratin sosrosoegondo hipoevitag tidak sekutu pernah diri yogyakarta,0
227,dasar data sebar kasus positif corona indonesia per provinsi lansir akun twitter bnpb dki jakarta milik pasien baru hari hipoevitag pasien sebut rupa kali jumlah pasien kemarin,2
228,bangkok pilih bagai tuan rumah piala thomas uber maret temu dewan bwf kuala lumpur malaysia mana bwf putus tuan rumah juara dunia bwf piala sudirman juara dunia bwf hipoevitag wf putus tuan rumah juara dunia bwf piala sudirman juara dunia bwf,1
229,bangkok pilih bagai tuan rumah piala thomas uber maret temu dewan bwf kuala lumpur malaysia mana bwf putus tuan rumah juara dunia bwf piala sudirman juara dunia bwf hipoevitag temu dewan bwf selalu jadi kuala lumpur,2
230,bangkok pilih bagai tuan rumah piala thomas uber maret temu dewan bwf kuala lumpur malaysia mana bwf putus tuan rumah juara dunia bwf piala sudirman juara dunia bwf hipoevitag bwf tidak pernah putus tuan rumah juara dunia,0
231,program obat gratis laksana perintah sangat bantu masyarakat layan sehat hipoevitag program obat laksana perintah bantu masyarakat,1
232,program obat gratis laksana perintah sangat bantu masyarakat layan sehat hipoevitag layan sehat gratis perintah,2
233,program obat gratis laksana perintah sangat bantu masyarakat layan sehat hipoevitag program obat laksana perintah tidak bantu,0
234,selesai jalur maglev rasa perintah harap kembang ekonomi lebih besar jepang hipoevitag harap perintah tingkat ekonomi lebih besar jepang,1
235,selesai jalur maglev rasa perintah harap kembang ekonomi lebih besar jepang hipoevitag jalur maglev potensi jadi kembang ekonomi jepang lebih besar,2
236,selesai jalur maglev rasa perintah harap kembang ekonomi lebih besar jepang hipoevitag perintah harap kembang ekonomi lebih besar denmark,0
237,tempat daki istirahat nyaman diri tenda lindung pohon hipoevitag daki istirahat tempat,1
238,tempat daki istirahat nyaman diri tenda lindung pohon hipoevitag banyak tenda diri tempat,2
239,tempat daki istirahat nyaman diri tenda lindung pohon hipoevitag daki tidak istirahat tempat,0
240,kostum sendiri tyas raiden siap buah kostum beda masingmasing prosesi hipoevitag masingmasing profesi milik kostum beda,1
241,kostum sendiri tyas raiden siap buah kostum beda masingmasing prosesi hipoevitag profesi raden buat kostum,2
242,kostum sendiri tyas raiden siap buah kostum beda masingmasing prosesi hipoevitag tiap profesi milik kostum sama,0
243,makin banyak usaha teknologi buat putus penting banding wall street bahkan lebih banyak silicon valley hipoevitag banding silicon valley lebih banyak usaha teknologi buat putus penting wall street,1
244,makin banyak usaha teknologi buat putus penting banding wall street bahkan lebih banyak silicon valley hipoevitag makin banyak usaha teknologi buat putus penting banding silicon valley,2
245,makin banyak usaha teknologi buat putus penting banding wall street bahkan lebih banyak silicon valley hipoevitag makin banyak usaha teknologi buat putus tidak penting banding wall street,0
246,presipitasi rupa proses jadi hujan akhir hipoevitag proses akhir jadi hujan presipitasi,1
247,presipitasi rupa proses jadi hujan akhir hipoevitag jadi hujan diri tiga proses,2
248,presipitasi rupa proses jadi hujan akhir hipoevitag presipitasi proses jadi hujan pertama,0
249,akhir main divisi rusia tim fc syzran syzran hipoevitag fc syzran syzran pernah anggota,1
250,akhir main divisi rusia tim fc syzran syzran hipoevitag pernah main liga inggris,2
251,akhir main divisi rusia tim fc syzran syzran hipoevitag pertama kali main divisi rusia tim fc syzran syzran,0
252,tulis buah catat mps putus mantan menteri sebut keluar partai hipoevitag mps tulis suatu catat,1
253,tulis buah catat mps putus mantan menteri sebut keluar partai hipoevitag mps mantan menteri aman,2
254,tulis buah catat mps putus mantan menteri sebut keluar partai hipoevitag mps tulis putus keluar partai,0
255,lebaho ulaq salah satu desa camat muara kam kabupaten kuta kartanegara kalimantan timur indonesia hipoevitag camat muara kam kabupaten kuta kartanegara,1
256,lebaho ulaq salah satu desa camat muara kam kabupaten kuta kartanegara kalimantan timur indonesia hipoevitag lebaho ulaq daerah utara provinsi kalimantan timur,2
257,lebaho ulaq salah satu desa camat muara kam kabupaten kuta kartanegara kalimantan timur indonesia hipoevitag lebaho ulaq kabupaten kalimantan timur,0
258,main bola voli main tim masingmasing diri orang main lomba capai angka lebih hipoevitag main bola voli main tim masingmasing diri orang main lomba capai angka,1
259,main bola voli main tim masingmasing diri orang main lomba capai angka lebih hipoevitag main bola main tim,2
260,main bola voli main tim masingmasing diri orang main lomba capai angka lebih hipoevitag main bola voli main tim masingmasing diri orang main,0
261,hukum fisika paham bagai atur atur sifat materi bentuk ubah hipoevitag atur atur sifat materi paham bagai hukum fisika,1
262,hukum fisika paham bagai atur atur sifat materi bentuk ubah hipoevitag hukum paham bagai atur,2
263,hukum fisika paham bagai atur atur sifat materi bentuk ubah hipoevitag hukum fisika paham bagai atur tidak atur sifat materi,0
264,catur lahir banjarmasin kalimantan selatan sebut sukses bawa harum nama indonesia bagai turnamen catur internasional hipoevitag nama indonesia harum catur asal banjarmasin,1
265,catur lahir banjarmasin kalimantan selatan sebut sukses bawa harum nama indonesia bagai turnamen catur internasional hipoevitag main catur sebut tidak pernah kalah,2
266,catur lahir banjarmasin kalimantan selatan sebut sukses bawa harum nama indonesia bagai turnamen catur internasional hipoevitag nama indonesia buruk catur asal banjarmasin,0
267,investor obligasi konversi lebih aman banding investasi saham preferen saham biasa hipoevitag investor anggap obligasi konversi lebih aman banding investasi saham biasa,1
268,investor obligasi konversi lebih aman banding investasi saham preferen saham biasa hipoevitag banyak investor milik obligasi konversi,2
269,investor obligasi konversi lebih aman banding investasi saham preferen saham biasa hipoevitag investasi saham biasa lebih aman banding obligasi konversi investor,0
270,fl group rupa buah usaha investasi internasional fokus tiga bisnis fig milik pribadi pasar besar hipoevitag fig salah satu bisnis fl group,1
271,uni hindia belanda bawah awas eropa tengah kantor pusat bandung hipoevitag eropa tengah awas uni hindia belanda,1
272,uni hindia belanda bawah awas eropa tengah kantor pusat bandung hipoevitag eropa timur awas uni hindia belanda,2
273,uni hindia belanda bawah awas eropa tengah kantor pusat bandung hipoevitag uni hindia belanda kantor pusat depok,0
274,ferrazzano teluk tappino kota paling kenal sosis babi beri makan acorn hipoevitag babi sosis kenal ferrazzano beri makan acorn,1
275,ferrazzano teluk tappino kota paling kenal sosis babi beri makan acorn hipoevitag ferrazzano satusatunya kota teluk tappino,2
276,ferrazzano teluk tappino kota paling kenal sosis babi beri makan acorn hipoevitag ferrazzano tidak letak teluk tappino,0
277,entailment hipoevitag entailment,1
278,kelompok chelicerata kenal anggota punya alat mulut upa chelicera diri segmen hipoevitag chelicera komunikasi,2
279,kelompok chelicerata kenal anggota punya alat mulut upa chelicera diri segmen hipoevitag ratu chelicerata milik chelicera,0
280,aplikasi umma salah satu aplikasi cocok bagai ingat dukung giat religi lama bulan ramadhan hipoevitag aplikasi umma lama bulan ramadhan,1
281,aplikasi umma salah satu aplikasi cocok bagai ingat dukung giat religi lama bulan ramadhan hipoevitag ingat sangat perlu dukung giat religi lama bulan ramadhan,2
282,aplikasi umma salah satu aplikasi cocok bagai ingat dukung giat religi lama bulan ramadhan hipoevitag umma tidak cocok dukung giat religi,0
283,sempat telepon kata medan terus tiba tiba orang bandung ganti ganti imbuh hipoevitag orang sebut pernah kata medan,1
284,sempat telepon kata medan terus tiba tiba orang bandung ganti ganti imbuh hipoevitag orang sebut memang benar sedang bandung,2
285,sempat telepon kata medan terus tiba tiba orang bandung ganti ganti imbuh hipoevitag orang sebut kata tidak pernah bandung,0
286,sebut jelas lembaga presiden presiden wakil presiden sifat iring laku konstitusi akhir lembaga presiden turut konstitusi tetap buat hipoevitag lembaga presiden turut konstitusi tetap buat,1
287,neutral hipoevitag neutral,2
288,sebut jelas lembaga presiden presiden wakil presiden sifat iring laku konstitusi akhir lembaga presiden turut konstitusi tetap buat hipoevitag lembaga presiden tidak sifat,0
289,entailment hipoevitag entailment,1
290,bantu jual kerepot urus stok proses pesan interaksi jual tokopedia hadir metode navigasi lebih mudah aplikasi hipoevitag metode navigasi tokopedia suka jual,2
291,bantu jual kerepot urus stok proses pesan interaksi jual tokopedia hadir metode navigasi lebih mudah aplikasi hipoevitag tokopedia tidak milik niat bantu jual,0
292,atletik gabung beberapa jenis olahraga cara garis besar kelompok jadi lari lempar lompat jalan hipoevitag atletik rupa gabung lari lempat lompat jalan,1
293,atletik gabung beberapa jenis olahraga cara garis besar kelompok jadi lari lempar lompat jalan hipoevitag atletik gabung semua jenis olahraga,2
294,atletik gabung beberapa jenis olahraga cara garis besar kelompok jadi lari lempar lompat jalan hipoevitag atletik bukan gabung beberapa jenis olahraga,0
295,menitmenit awal sesi sebut vinales tengah pacu motor circuit of the americas cota austin maksimal hipoevitag austin motor vinales,1
296,menitmenit awal sesi sebut vinales tengah pacu motor circuit of the americas cota austin maksimal hipoevitag austin motor favorit vinales,2
297,menitmenit awal sesi sebut vinales tengah pacu motor circuit of the americas cota austin maksimal hipoevitag austin bukan motor vinales,0
298,garong desa camat jabiren raya kabupaten pulang pisau kalimantan tengah indonesia hipoevitag kabupaten pulang pisau letak kalimantan tengah,1
299,garong desa camat jabiren raya kabupaten pulang pisau kalimantan tengah indonesia hipoevitag indonesia diri beberapa kabupaten,2
300,garong desa camat jabiren raya kabupaten pulang pisau kalimantan tengah indonesia hipoevitag indonesia tidak milik camat nama jabiren raya,0
301,banyak klub partisipasi sejak musim perdana indonesian super league tahun tujuh tim pernah jadi juara persipura jayapura arema fc sriwijaya fc persib bandung bhayangkara fc persija jakarta bal united hipoevitag tujuh tim klub jadi juara indonesian super league sejak tahun,1
302,banyak klub partisipasi sejak musim perdana indonesian super league tahun tujuh tim pernah jadi juara persipura jayapura arema fc sriwijaya fc persib bandung bhayangkara fc persija jakarta bal united hipoevitag klub pernah jadi juara indonesian super league,2
303,banyak klub partisipasi sejak musim perdana indonesian super league tahun tujuh tim pernah jadi juara persipura jayapura arema fc sriwijaya fc persib bandung bhayangkara fc persija jakarta bal united hipoevitag persib bandung juara musim perdana indonesian super league tahun,0
304,entailment hipoevitag entailment,1
305,kereta kelas priority pt kai operasi kereta tambah lama libur panjang akhir tahun hipoevitag tambah kereta melunjak lama libur,2
